-17,10,0.085237754057
-17,8.5,0.082243549245
-17,8.5,0.0820198335939
-17,8,0.0820379693941
-17,8,0.0821066363965
-17,7,0.0807375645704
-17,6.5,0.0806525919488
-17,6,0.0821283863752
-5.5,0,0.392810348895
-17,10,0.428563277414
-17,8.5,0.805750698197
-17,10,0.426913848518
-17,8.5,0.46136454719
-17,8.5,0.46498289932
-17,8,0.46005022514
-17,8,0.456715105895
-17,7,0.778560804154
-17,6.5,0.805163040314
-17,6,0.798593478731
-16.5,10,0.424246124287
-16.5,8.5,0.433017603882
-16.5,8.5,0.433157487716
-16.5,8,0.446552191302
-16.5,8,0.451140024225
-16.5,7,0.553844354096
-16.5,6.5,0.770981523464
-16.5,6,0.800193606522
-16,10,0.416360780882
-16,8.5,0.428281633202
-16,8.5,0.428353215275
-16,8,0.434410665577
-16,8,0.433812430883
-16,7,0.474379932394
-16,6.5,0.56413988442
-16,6,0.806042939415
-15.5,10,0.411461512583
-15.5,8.5,0.427244093447
-15.5,8.5,0.427226049837
-15.5,8,0.428499648731
-15.5,8,0.428675560211
-15.5,7,0.443680840545
-15.5,6.5,0.475067517149
-15.5,6,0.578628103787
-15,10,0.415222925101
-15,8.5,0.425777849442
-15,8.5,0.425802898124
-15,8,0.427294018425
-15,8,0.42722610258
-15,7,0.436911671784
-15,6.5,0.450489350683
-15,6,0.479674238618
-14.5,10,0.423730505702
-14.5,8.5,0.419037886046
-14.5,8.5,0.419079612717
-14.5,8,0.426214873008
-14.5,8,0.426079943546
-14.5,7,0.42896424819
-14.5,6.5,0.440720236376
-14.5,6,0.455981300744
-14,10,0.434808879856
-14,8.5,0.412739784969
-14,8.5,0.412616595903
-14,8,0.420120368855
-14,8,0.420006622275
-14,7,0.427404258559
-14,6.5,0.430341450553
-14,6,0.441773040327
-13.5,10,0.443128975746
-13.5,8.5,0.413078749343
-13.5,8.5,0.413062027821
-13.5,8,0.413086486978
-13.5,8,0.413048489172
-13.5,7,0.426705238719
-13.5,6.5,0.42729131807
-13.5,6,0.429909227845
