20,0.5,0.413172238923
20,0.2,0.410029975372
20,0.1,0.419009894508
20,0.05,0.434124681102
20,0.01,0.469662179854
20,0.005,0.47803702414
20,0.001,0.486060528704
40,0.5,0.413372843087
40,0.2,0.404459026547
40,0.1,0.409556476722
40,0.05,0.419222579844
40,0.01,0.456824868264
40,0.005,0.469691271135
40,0.001,0.483939798971
80,0.5,0.42404147273
80,0.2,0.40346397108
80,0.1,0.403485237004
80,0.05,0.409265415034
80,0.01,0.440337794772
80,0.005,0.456870608476
80,0.001,0.479934879172
160,0.5,0.441841004798
160,0.2,0.403991348859
160,0.1,0.399762016526
160,0.05,0.40327410492
160,0.01,0.423836715947
160,0.005,0.440339818786
160,0.001,0.472852593745
320,0.5,0.474600590351
320,0.2,0.410353136444
320,0.1,0.399412220916
320,0.05,0.399934982752
320,0.01,0.412414832718
320,0.005,0.423898910992
320,0.001,0.461520728548
640,0.5,0.532583788863
640,0.2,0.426024471227
640,0.1,0.404561497434
640,0.05,0.398940437911
640,0.01,0.405257041017
640,0.005,0.412449955247
640,0.001,0.446056842856
320,0.5,0.46211632956
320,0.2,0.382842107882
320,0.1,0.371242512317
320,0.05,0.373119794392
320,0.01,0.39272552833
320,0.005,0.410569160885
320,0.001,0.458628081744
50,0.5,0.379984354987
100,0.5,0.376927847389
150,0.5,0.377445674597
50,0.5,0.379866579701
100,0.5,0.378369214935
150,0.5,0.375549207968
200,0.5,0.375943262492
300,0.5,0.375398686154
40,0.5,0.969588634031
40,0.2,0.524406684901
40,0.1,0.403226847567
40,0.05,0.398333197156
40,0.01,0.442556002978
40,0.005,0.461301558378
40,0.001,0.481955511489
80,0.5,1.23902329582
80,0.2,0.653036021029
80,0.1,0.412816491168
80,0.05,0.388161854777
0.8,1,0.427457876135
0.8,2,0.407358539428
0.8,4,0.390434086462
0.8,8,0.384472398627
0.8,12,0.390050930943
0.8,4,0.390434086462
0.8,8,0.384472398627
0.8,12,0.390050930943
0.8,18,0.413474435755
0.4,4,0.392634254767
0.4,8,0.386140571704
0.4,12,0.39020471214
0.4,18,0.397833625943
0.2,4,0.393853420573
0.2,8,0.392353388724
0.2,12,0.39587384743
0.2,18,0.404574635444
0.1,4,0.399174551233
0.1,8,0.39779637618
0.1,12,0.40644884831
0.1,18,0.413533886712
0.05,4,0.406563019753
0.05,8,0.412332462024
0.05,12,0.429141895349
0.05,18,0.435526463811
0.025,4,0.414003727477
0.025,8,0.43113581803
0.025,12,0.454367148756
0.025,18,0.473703300782
50,0.5,0.378654859898
0.8,4,0.390723466798
0.8,8,0.383793691752
0.8,12,0.392111844603
50,0.5,0.374765137211
100,0.5,0.374524801202
150,0.5,0.372720433507
200,0.5,0.372193826235
50,0.5,0.376436333515
50,0.25,0.379084538092
50,0.1,0.37773356855
50,0.075,0.374631647264
50,0.05,0.378467892178
50,0.2,0.37923380337
50,0.09,0.381924664588
50,0.05,0.380806746071
50,0.02,0.379464577023
100,0.2,0.375052935445
100,0.09,0.376377555939
100,0.05,0.375249224634
100,0.02,0.375625030405
150,0.2,0.374343798687
150,0.09,0.374477159613
150,0.05,0.372461057829
150,0.02,0.37500081843
150,0.09,0.373771338342
150,0.05,0.374064415329
150,0.02,0.374817443724
1,0.09,0.457950611341
1,0.05,0.45706719077
1,0.02,0.456133569448
2,0.09,0.435320748337
2,0.05,0.434945175088
2,0.02,0.435877072783
4,0.09,0.409774162044
4,0.05,0.409528861156
4,0.02,0.409581925885
6,0.09,0.395702146696
